source,target
132646210,213248607
213248607,132646210
132646210,1708488139
1708488139,132646210
132646210,16423883
16423883,132646210
132646210,21192987
21192987,132646210
132646210,2859456143
915167646240325632,132646210
1168762828607508480,132646210
132646210,295344317
132646210,250059685
250059685,132646210
360783415,132646210
132646210,2280952807
132646210,17730501
17730501,132646210
858519894,132646210
279903146,132646210
132646210,140093780
848687484,132646210
132646210,1090911182591086592
1090911182591086592,132646210
132646210,1253984770083692544
1253984770083692544,132646210
27897414,132646210
132646210,271243941
132646210,3107101390
1094001009188397057,132646210
132646210,211457876
211457876,132646210
136088911,132646210
132646210,59217922
59217922,132646210
132646210,21457289
132646210,1306824555420213249
1306824555420213249,132646210
82364810,132646210
132646210,257544772
132646210,317169230
132646210,3415864408
132646210,13568892
13568892,132646210
132646210,82774113
82774113,132646210
132646210,104211492
308799838,132646210
131111665,132646210
132646210,829115622
829115622,132646210
132646210,104435358
104435358,132646210
132646210,200466843
200466843,132646210
132646210,18318677
494181406,132646210
132646210,900040284616114176
132646210,16136933
16136933,132646210
132646210,47602120
69218199,132646210
132646210,384127183
384127183,132646210
132646210,3225904081
3225904081,132646210
132646210,422016668
422016668,132646210
1141316975324536832,132646210
132646210,804683646
132646210,103761767
103761767,132646210
132646210,245345590
245345590,132646210
728354894,132646210
132646210,848799224854609920
16279554,132646210
132646210,24989839
132646210,17305888
132646210,105925630
132646210,147949965
147949965,132646210
132646210,21308312
132646210,17268402
17268402,132646210
132646210,34642043
34642043,132646210
132646210,533584357
533584357,132646210
132646210,17580853
17580853,132646210
132646210,174083824
132646210,784083274805248000
132646210,54163837
132646210,393956778
101013918,132646210
132646210,234017215
234017215,132646210
132646210,785618379201654784
132646210,87985586
87985586,132646210
132646210,281079339
281079339,132646210
132646210,68084193
68084193,132646210
132646210,2797567802
132646210,14667411
132646210,9430302
514189512,132646210
274134534,132646210
132646210,3549187454
132646210,1167604898
28776166,132646210
132646210,822659
2461022395,132646210
73705954,132646210
132646210,1617314359
132646210,22585506
22585506,132646210
132646210,467551928
312809493,132646210
132646210,16319797
1231314888,132646210
132646210,158789494
132646210,998681467696885761
998681467696885761,132646210
132646210,989428140433866752
231722071,132646210
181348220,132646210
132646210,88727377
132646210,619585396
132646210,1052291485901697024
1052291485901697024,132646210
132646210,90109488
90109488,132646210
1228678952,132646210
760799156256382976,132646210
1040575154424893441,132646210
1077734311799984128,132646210
132646210,784824594
784824594,132646210
132646210,17773969
17773969,132646210
132646210,2462926410
2462926410,132646210
1409748306,132646210
1070352023449669632,132646210
132646210,68701660
68701660,132646210
132646210,139377848
139377848,132646210
132646210,1412036527
132646210,4893681
4893681,132646210
132646210,1149491203
132646210,72386774
132646210,832267168276475904
832267168276475904,132646210
132646210,874632132353826816
874632132353826816,132646210
132646210,60832858
60832858,132646210
874530424575336449,132646210
132646210,56741675
132646210,887535601
544875915,132646210
132646210,778856886
778856886,132646210
132646210,1264027207447371776
132646210,783214
3099020035,132646210
1016764586228412421,132646210
132646210,123846556
132646210,21573326
132646210,1121364987178618880
1121364987178618880,132646210
132646210,887207711590559745
132646210,53645823
53645823,132646210
132646210,12031032
231845623,132646210
132646210,80446199
132646210,801059640951836672
801059640951836672,132646210
132646210,539946626
132646210,376725527
376725527,132646210
201854523,132646210
132646210,4793796869
4793796869,132646210
132646210,97880420
97880420,132646210
748525684578914304,132646210
132646210,2869101210
132646210,21003382
132646210,2575124365
132646210,277516046
15675384,132646210
132646210,178976408
132646210,11892372
132646210,36417099
132646210,84508784
84508784,132646210
132646210,125483940
125483940,132646210
911514942335012864,132646210
132646210,106418930
132646210,1019221160742014976
1019221160742014976,132646210
132646210,361115646
361115646,132646210
4694535756,132646210
144779689,132646210
