id,Closeness Centrality
27493489,0.23083066803163504
551951577,0.2442903410731397
4873684235,0.0
228130177,0.1998168931228447
1894582058,0.0
1089302341,0.0
16042588,0.23083066803163504
15089078,0.19970134750230337
3620548396,0.23100347621894088
2754814433,0.0
2587163612,0.23100347621894088
44953355,0.23100347621894088
838141984053284864,0.0
37162329,0.0
2996506102,0.0
3091376321,0.24446686900470735
891193292385288193,0.0
404376053,0.1998168931228447
1204339794471538688,0.0
769507902897856512,0.0
197481317,0.23083066803163504
33284619,0.24446686900470735
24603962,0.24446686900470735
1663172653,0.19970134750230337
1280804221,0.0
287275780,0.0
1251059396991311872,0.0
419395379,0.24446686900470735
19659370,0.3682611689629252
412155441,0.24446686900470735
72474729,0.24446686900470735
15962096,0.1998168931228447
436609034,0.1938943010653588
2372636521,0.0
1853174220,0.0
631705640,0.0
889657085868298240,0.2483950755606865
5848122,0.23100347621894088
794790254,0.19970134750230337
3079899620,0.0
25268217,0.24446686900470735
2230151202,0.23100347621894088
1038481676,0.19405330414720917
3085799703,0.19970134750230337
15518172,0.23083066803163504
200630242,0.23482560989164775
27131901,0.2724298161561793
94732055,0.2483950755606865
143187995,0.0
3331252607,0.1995398929398033
825382759,0.24446686900470735
373974821,0.23083066803163504
705504146808565760,0.0
755397390,0.2492303562285181
18384521,0.24446686900470735
755733488851189760,0.23482560989164775
928760788306878464,0.2485725985705254
390380093,0.0
7368332,0.2442903410731397
561642136,0.1998168931228447
1065937815022837760,0.2442903410731397
577243493,0.19965538969435073
464907377,0.0
58558979,0.0
252988497,0.23100347621894088
1580058000,0.23100347621894088
190778398,0.2442903410731397
1640671358,0.0
14293310,0.19405330414720917
331076291,0.24905267985218288
1934999587,0.23083066803163504
427218827,0.0
2381066016,0.0
101045085,0.24905267985218288
82541893,0.0
3384319941,0.23083066803163504
126274094,0.2442903410731397
399935607,0.1998168931228447
43973475,0.24446686900470735
1190682302977859584,0.0
119711344,0.19405330414720917
12755532,0.2442903410731397
84351228,0.23482560989164775
2360762586,0.19405330414720917
404100683,0.0
841854020058677252,0.23100347621894088
20356196,0.0
889461651673690112,0.0
512785206,0.23083066803163504
1065173952664952837,0.0
763432576375779328,0.24446686900470735
3026571023,0.19405330414720917
706980266879946752,0.2492303562285181
3332231,0.24905267985218288
512594470,0.0
325755342,0.24446686900470735
1382732563,0.24446686900470735
17705769,0.23083066803163504
26240101,0.2483950755606865
2754412213,0.19965538969435073
2153743237,0.24446686900470735
2394417954,0.23083066803163504
51023058,0.20659091331320023
5943622,0.23100347621894088
14622066,0.23100347621894088
1322931373,0.0
2815077014,0.2492303562285181
3305766383,0.0
1206594224537448449,0.0
3411494596,0.24446686900470735
9320372,0.24446686900470735
64732883,0.0
1067977726118682625,0.2442903410731397
125721127,0.0
2424680826,0.2442903410731397
1991321,0.24446686900470735
994300581291282432,0.2442903410731397
1121934716,0.23631283050601049
27990587,0.24446686900470735
2872651869,0.0
55612967,0.0
2903681001,0.23100347621894088
130671142,0.2821963143675538
15333148,0.23083066803163504
68443905,0.2442903410731397
298982411,0.0
1061582051449557003,0.0
48062712,0.24446686900470735
119512412,0.2821963143675538
1425336134,0.0
2895770934,0.24446686900470735
79128388,0.0
108334890,0.23100347621894088
17600799,0.0
2176025565,0.0
911454651417088000,0.0
47325650,0.24446686900470735
1110855455696314368,0.0
142293342,0.0
30030112,0.0
1351611290,0.0
897060827316072448,0.2724298161561793
8220532,0.23648723826568133
1264438328,0.23465167455460767
57320656,0.23482560989164775
118056286,0.24446686900470735
16102444,0.0
3435577992,0.0
212276623,0.2442903410731397
1173370158,0.24446686900470735
