id,Indegree Centrality
27493489,0.00036927621861152144
551951577,0.00036927621861152144
4873684235,0.0
228130177,0.00036927621861152144
1894582058,0.0
1089302341,0.0
16042588,0.00036927621861152144
15089078,0.00036927621861152144
3620548396,0.00036927621861152144
2754814433,0.0
2587163612,0.00036927621861152144
44953355,0.00036927621861152144
838141984053284864,0.0
37162329,0.0
2996506102,0.0
3091376321,0.00036927621861152144
891193292385288193,0.0
404376053,0.00036927621861152144
1204339794471538688,0.0
769507902897856512,0.0
197481317,0.00036927621861152144
33284619,0.00036927621861152144
24603962,0.00036927621861152144
1663172653,0.00036927621861152144
1280804221,0.0
287275780,0.0
1251059396991311872,0.0
419395379,0.00036927621861152144
19659370,0.19867060561299854
412155441,0.00036927621861152144
72474729,0.00036927621861152144
15962096,0.00036927621861152144
436609034,0.00036927621861152144
2372636521,0.0
1853174220,0.0
631705640,0.0
889657085868298240,0.0007385524372230429
5848122,0.00036927621861152144
794790254,0.00036927621861152144
3079899620,0.0
25268217,0.00036927621861152144
2230151202,0.00036927621861152144
1038481676,0.00036927621861152144
3085799703,0.00036927621861152144
15518172,0.00036927621861152144
200630242,0.0007385524372230429
27131901,0.0007385524372230429
94732055,0.0007385524372230429
143187995,0.0
3331252607,0.00036927621861152144
825382759,0.00036927621861152144
373974821,0.00036927621861152144
705504146808565760,0.0
755397390,0.0007385524372230429
18384521,0.00036927621861152144
755733488851189760,0.0007385524372230429
928760788306878464,0.0007385524372230429
390380093,0.0
7368332,0.00036927621861152144
561642136,0.00036927621861152144
1065937815022837760,0.00036927621861152144
577243493,0.00036927621861152144
464907377,0.0
58558979,0.0
252988497,0.00036927621861152144
1580058000,0.00036927621861152144
190778398,0.00036927621861152144
1640671358,0.0
14293310,0.00036927621861152144
331076291,0.0007385524372230429
1934999587,0.00036927621861152144
427218827,0.0
2381066016,0.0
101045085,0.0007385524372230429
82541893,0.0
3384319941,0.00036927621861152144
126274094,0.00036927621861152144
399935607,0.00036927621861152144
43973475,0.00036927621861152144
1190682302977859584,0.0
119711344,0.00036927621861152144
12755532,0.00036927621861152144
84351228,0.0007385524372230429
2360762586,0.00036927621861152144
404100683,0.0
841854020058677252,0.00036927621861152144
20356196,0.0
889461651673690112,0.0
512785206,0.00036927621861152144
1065173952664952837,0.0
763432576375779328,0.00036927621861152144
3026571023,0.00036927621861152144
706980266879946752,0.0007385524372230429
3332231,0.0007385524372230429
512594470,0.0
325755342,0.00036927621861152144
1382732563,0.00036927621861152144
17705769,0.00036927621861152144
26240101,0.0007385524372230429
2754412213,0.00036927621861152144
2153743237,0.00036927621861152144
2394417954,0.00036927621861152144
51023058,0.0007385524372230429
5943622,0.00036927621861152144
14622066,0.00036927621861152144
1322931373,0.0
2815077014,0.0007385524372230429
3305766383,0.0
1206594224537448449,0.0
3411494596,0.00036927621861152144
9320372,0.00036927621861152144
64732883,0.0
1067977726118682625,0.00036927621861152144
125721127,0.0
2424680826,0.00036927621861152144
1991321,0.00036927621861152144
994300581291282432,0.00036927621861152144
1121934716,0.0007385524372230429
27990587,0.00036927621861152144
2872651869,0.0
55612967,0.0
2903681001,0.00036927621861152144
130671142,0.0014771048744460858
15333148,0.00036927621861152144
68443905,0.00036927621861152144
298982411,0.0
1061582051449557003,0.0
48062712,0.00036927621861152144
119512412,0.0014771048744460858
1425336134,0.0
2895770934,0.00036927621861152144
79128388,0.0
108334890,0.00036927621861152144
17600799,0.0
2176025565,0.0
911454651417088000,0.0
47325650,0.00036927621861152144
1110855455696314368,0.0
142293342,0.0
30030112,0.0
1351611290,0.0
897060827316072448,0.0007385524372230429
8220532,0.0007385524372230429
1264438328,0.0007385524372230429
57320656,0.0007385524372230429
118056286,0.00036927621861152144
16102444,0.0
3435577992,0.0
212276623,0.00036927621861152144
1173370158,0.00036927621861152144
2986305078,0.00036927621861152144
2560958309,0.0
26212951,0.0
71167669,0.00036927621861152144
569382995,0.00036927621861152144
400804254,0.0007385524372230429
50706020,0.00036927621861152144
108434901,0.00036927621861152144
37622738,0.00036927621861152144
419071399,0.00036927621861152144
4728720725,0.00036927621861152144
310741473,0.00036927621861152144
103810205,0.00036927621861152144
2544161559,0.0
583637312,0.0
3405424143,0.0
46092394,0.0
567383651,0.00036927621861152144
632815919,0.0
1228726773078208512,0.0
781676758932262912,0.00036927621861152144
456853606,0.00036927621861152144
879077538525396992,0.0
1255539999467958272,0.00036927621861152144
1259983955408744449,0.00036927621861152144
2807461219,0.00036927621861152144
1432662902,0.00036927621861152144
2427734180,0.0
787149253302812672,0.00036927621861152144
114407120,0.00036927621861152144
897568340075479040,0.00036927621861152144
2922679556,0.00036927621861152144
1246421,0.00036927621861152144
1026754771087110144,0.00036927621861152144
4863093417,0.0011078286558345643
194324277,0.0
809193212,0.0
361281600,0.00036927621861152144
450594910,0.00036927621861152144
41259586,0.00036927621861152144
2890969865,0.0
2239534928,0.00036927621861152144
61111487,0.00036927621861152144
186764685,0.00036927621861152144
19722699,0.00036927621861152144
196476038,0.00036927621861152144
150622632,0.00036927621861152144
78912282,0.00036927621861152144
709543955126333440,0.00036927621861152144
11939852,0.00036927621861152144
56510427,0.00036927621861152144
337797562,0.0
216016685,0.00036927621861152144
201275909,0.0007385524372230429
414978578,0.00036927621861152144
2842688136,0.00036927621861152144
747665252,0.00036927621861152144
288995692,0.00036927621861152144
296312612,0.0011078286558345643
3293206151,0.0
200163448,0.00036927621861152144
243082126,0.00036927621861152144
1014722412,0.0
126062970,0.0
3317549893,0.0
39697728,0.0011078286558345643
714783310954774529,0.0
1048018930785083392,0.00036927621861152144
262191481,0.00036927621861152144
896676717603028992,0.00036927621861152144
714365137365426176,0.0
3272004860,0.0
2203092098,0.00036927621861152144
852962413,0.0
2607616422,0.0007385524372230429
52059998,0.0011078286558345643
721931072,0.00036927621861152144
71502653,0.0
1057715900,0.00036927621861152144
55044770,0.0
2700931729,0.0
122127763,0.00036927621861152144
14784786,0.0
3242397351,0.0
6355402,0.0007385524372230429
8077952,0.00036927621861152144
349172730,0.00036927621861152144
30339571,0.0014771048744460858
33864359,0.00036927621861152144
373580725,0.0
114773847,0.00036927621861152144
810893744593584128,0.0011078286558345643
73926321,0.00036927621861152144
250055606,0.0
61302699,0.0007385524372230429
21324520,0.0
1652541,0.00036927621861152144
1140577345973170177,0.0
40090727,0.00036927621861152144
3270447613,0.0
14657345,0.00036927621861152144
80269062,0.0
27375578,0.0
173431194,0.00036927621861152144
91367103,0.0007385524372230429
2606773789,0.00036927621861152144
14978945,0.00036927621861152144
46496916,0.00036927621861152144
856684314,0.0
308456550,0.00036927621861152144
16976682,0.00036927621861152144
10313732,0.00036927621861152144
972987874613366784,0.0
2274780686,0.0
25134469,0.0014771048744460858
3239238377,0.0
2613410444,0.0
2209063952,0.0
14553715,0.00036927621861152144
26092949,0.0
16079826,0.0
102609059,0.0
14998112,0.00036927621861152144
1494913634,0.0
68351679,0.0
8719472,0.00036927621861152144
12035282,0.00036927621861152144
1301154075434606598,0.0
29735775,0.00036927621861152144
2303160649,0.00036927621861152144
891731882,0.00036927621861152144
59263220,0.0014771048744460858
90626911,0.00036927621861152144
546315483,0.00036927621861152144
167169119,0.0007385524372230429
22514268,0.00036927621861152144
127894322,0.0014771048744460858
305474242,0.0014771048744460858
33861957,0.00036927621861152144
2278288488,0.0
3275322876,0.00036927621861152144
390324658,0.0
338526004,0.0
5763912,0.00036927621861152144
600067712,0.00036927621861152144
33970089,0.0007385524372230429
39321347,0.0007385524372230429
1303427371,0.00036927621861152144
372830899,0.00036927621861152144
1168926603855958017,0.0
153004670,0.00036927621861152144
1214864022572425217,0.00036927621861152144
563947963,0.0
