id,Outdegree Centrality
27493489,0.00036927621861152144
551951577,0.0007385524372230429
4873684235,0.00036927621861152144
228130177,0.0
1894582058,0.00036927621861152144
1089302341,0.00036927621861152144
16042588,0.00036927621861152144
15089078,0.0
3620548396,0.0
2754814433,0.00036927621861152144
2587163612,0.0
44953355,0.0
838141984053284864,0.00036927621861152144
37162329,0.00036927621861152144
2996506102,0.00036927621861152144
3091376321,0.0
891193292385288193,0.00036927621861152144
404376053,0.0
1204339794471538688,0.00036927621861152144
769507902897856512,0.00036927621861152144
197481317,0.00036927621861152144
33284619,0.0
24603962,0.0
1663172653,0.0
1280804221,0.00036927621861152144
287275780,0.00036927621861152144
1251059396991311872,0.00036927621861152144
419395379,0.0
19659370,0.23005908419497786
412155441,0.0
72474729,0.0
15962096,0.0
436609034,0.00036927621861152144
2372636521,0.00036927621861152144
1853174220,0.00036927621861152144
631705640,0.00036927621861152144
889657085868298240,0.00036927621861152144
5848122,0.0
794790254,0.0
3079899620,0.00036927621861152144
25268217,0.0
2230151202,0.0
1038481676,0.0
3085799703,0.0
15518172,0.00036927621861152144
200630242,0.0
27131901,0.0
94732055,0.0014771048744460858
143187995,0.00036927621861152144
3331252607,0.00036927621861152144
825382759,0.0
373974821,0.00036927621861152144
705504146808565760,0.00036927621861152144
755397390,0.0
18384521,0.0
755733488851189760,0.0
928760788306878464,0.0
390380093,0.00036927621861152144
7368332,0.00036927621861152144
561642136,0.0
1065937815022837760,0.00036927621861152144
577243493,0.00036927621861152144
464907377,0.00036927621861152144
58558979,0.00036927621861152144
252988497,0.0
1580058000,0.0
190778398,0.00036927621861152144
1640671358,0.00036927621861152144
14293310,0.0
331076291,0.00036927621861152144
1934999587,0.00036927621861152144
427218827,0.00036927621861152144
2381066016,0.00036927621861152144
101045085,0.0011078286558345643
82541893,0.00036927621861152144
3384319941,0.00036927621861152144
126274094,0.00036927621861152144
399935607,0.0
43973475,0.0
1190682302977859584,0.00036927621861152144
119711344,0.0
12755532,0.00036927621861152144
84351228,0.0
2360762586,0.0
404100683,0.00036927621861152144
841854020058677252,0.0
20356196,0.00036927621861152144
889461651673690112,0.00036927621861152144
512785206,0.00036927621861152144
1065173952664952837,0.00036927621861152144
763432576375779328,0.0
3026571023,0.0
706980266879946752,0.0
3332231,0.0007385524372230429
512594470,0.00036927621861152144
325755342,0.0
1382732563,0.0
17705769,0.00036927621861152144
26240101,0.00036927621861152144
2754412213,0.00036927621861152144
2153743237,0.0
2394417954,0.00036927621861152144
51023058,0.0007385524372230429
5943622,0.0
14622066,0.0
1322931373,0.0007385524372230429
2815077014,0.0
3305766383,0.00036927621861152144
1206594224537448449,0.00036927621861152144
3411494596,0.0
9320372,0.0
64732883,0.00036927621861152144
1067977726118682625,0.00036927621861152144
125721127,0.00036927621861152144
2424680826,0.00036927621861152144
1991321,0.0
994300581291282432,0.00036927621861152144
1121934716,0.0007385524372230429
27990587,0.0
2872651869,0.00036927621861152144
55612967,0.00036927621861152144
2903681001,0.0
130671142,0.0014771048744460858
15333148,0.00036927621861152144
68443905,0.00036927621861152144
298982411,0.00036927621861152144
1061582051449557003,0.00036927621861152144
48062712,0.0
119512412,0.0007385524372230429
1425336134,0.00036927621861152144
2895770934,0.0
79128388,0.00036927621861152144
108334890,0.0
17600799,0.00036927621861152144
2176025565,0.00036927621861152144
911454651417088000,0.00036927621861152144
47325650,0.0
1110855455696314368,0.00036927621861152144
142293342,0.00036927621861152144
30030112,0.00036927621861152144
1351611290,0.00036927621861152144
897060827316072448,0.0
8220532,0.0
1264438328,0.00036927621861152144
57320656,0.0
118056286,0.0
16102444,0.00036927621861152144
3435577992,0.00036927621861152144
212276623,0.00036927621861152144
1173370158,0.0
2986305078,0.0
2560958309,0.00036927621861152144
26212951,0.00036927621861152144
71167669,0.00036927621861152144
569382995,0.00036927621861152144
400804254,0.0011078286558345643
50706020,0.00036927621861152144
108434901,0.0
